	pixel_count	i	state_diff_restore_mag	state_diff_restore_ang	meas_diff	meas_diff_restore	index	injection	restore_injection
72	1	16	0.0	0.0	[ 0.27814894]	[ 1.0168829]	16	0.0	0.0
73	1	12	0.0	0.0	[ 0.22000878]	[ 1.75416554]	12	0.0	0.0
74	1	3	0.0	0.0	[ 0.34245159]	[ 3.0916621]	3	0.0	0.0
75	1	16	0.0	0.0	[ 0.47329287]	[ 3.7284856]	16	0.0	0.0
76	1	22	0.0	0.0	[ 0.35129505]	[ 3.16680101]	22	0.0	0.0
77	1	15	0.0	0.0	[ 0.49179999]	[ 3.57196345]	15	0.0	0.0
78	1	19	0.0	0.0	[ 0.29090988]	[ 3.06608992]	19	0.0	0.0
79	1	15	0.0	0.0	[ 0.34832684]	[ 3.76287371]	15	0.0	0.0
80	1	20	0.0	0.0	[ 0.39217124]	[ 2.27287285]	20	0.0	0.0
81	1	14	0.0	0.0	[ 0.35393693]	[ 1.20895186]	14	0.0	0.0
82	1	0	0.0	0.0	[ 0.40545508]	[ 2.60888539]	0	0.0	0.0
83	1	1	0.0	0.0	[ 0.25442126]	[ 2.93160696]	1	0.0	0.0
84	1	10	0.0	0.0	[ 0.33493005]	[ 4.43665509]	10	0.0	0.0
85	1	19	0.0	0.0	[ 0.75234732]	[ 3.95562598]	19	0.0	0.0
86	1	8	0.0	0.0	[ 0.17915378]	[ 2.47991328]	8	0.0	0.0
87	1	11	0.0	0.0	[ 0.42809935]	[ 4.02969796]	11	0.0	0.0
88	1	3	0.0	0.0	[ 0.30861182]	[ 1.61352646]	3	0.0	0.0
89	1	22	0.0	0.0	[ 0.32320298]	[ 3.17318405]	22	0.0	0.0
90	1	14	0.0	0.0	[ 0.46172813]	[ 3.14006013]	14	0.0	0.0
91	1	18	0.0	0.0	[ 0.34012411]	[ 3.04028478]	18	0.0	0.0
92	1	15	0.0	0.0	[ 0.28332733]	[ 2.0305083]	15	0.0	0.0
93	1	9	0.0	0.0	[ 0.23102364]	[ 1.65773561]	9	0.0	0.0
94	1	10	0.0	0.0	[ 0.37174589]	[ 1.43945714]	10	0.0	0.0
95	1	16	0.0	0.0	[ 0.20200658]	[ 2.64292274]	16	0.0	0.0
96	1	0	0.0	0.0	[ 0.43153465]	[ 1.41353286]	0	0.0	0.0
97	1	15	0.0	0.0	[ 0.30307736]	[ 2.68492992]	15	0.0	0.0
98	1	16	0.0	0.0	[ 0.42928256]	[ 3.38435117]	16	0.0	0.0
99	1	8	0.0	0.0	[ 0.24145078]	[ 2.20982876]	8	0.0	0.0
