	pixel_count	i	state_diff_restore_mag	state_diff_restore_ang	meas_diff	meas_diff_restore	index	injection	restore_injection
49	1	42	0.0	0.0	[ 0.45321537]	[ 0.54287354]	42	0.0	0.0
50	1	24	0.0	0.0	[ 0.47985789]	[ 0.67889256]	24	0.0	0.0
51	1	4	0.0	0.0	[ 0.36455703]	[ 0.72397527]	4	0.0	0.0
52	1	20	0.0	0.0	[ 0.40527645]	[ 0.78722665]	20	0.0	0.0
53	1	14	0.0	0.0	[ 0.60244553]	[ 0.56894757]	14	0.0	0.0
54	1	2	0.0	0.0	[ 0.31545963]	[ 0.59235939]	2	0.0	0.0
55	1	25	0.0	0.0	[ 0.60351386]	[ 0.87311779]	25	0.0	0.0
56	1	7	0.0	0.0	[ 0.43664629]	[ 0.59915262]	7	0.0	0.0
57	1	13	0.0	0.0	[ 0.46860375]	[ 0.74114021]	13	0.0	0.0
58	1	34	0.0	0.0	[ 0.37603788]	[ 0.61144219]	34	0.0	0.0
59	1	15	0.0	0.0	[ 0.77087506]	[ 0.7219863]	15	0.0	0.0
60	1	35	0.0	0.0	[ 0.55828129]	[ 1.01908165]	35	0.0	0.0
61	1	35	0.0	0.0	[ 0.32963042]	[ 0.78569994]	35	0.0	0.0
62	1	16	0.0	0.0	[ 0.52587507]	[ 0.67769952]	16	0.0	0.0
63	1	18	0.0	0.0	[ 0.3197261]	[ 0.63207291]	18	0.0	0.0
64	1	33	0.0	0.0	[ 0.58400241]	[ 0.86093847]	33	0.0	0.0
65	1	43	0.0	0.0	[ 0.35441284]	[ 0.69939995]	43	0.0	0.0
66	1	39	0.0	0.0	[ 0.3324082]	[ 0.51994986]	39	0.0	0.0
67	1	35	0.0	0.0	[ 0.71923734]	[ 1.92958359]	35	0.0	0.0
68	1	22	0.0	0.0	[ 0.45002531]	[ 0.79072101]	22	0.0	0.0
69	1	18	0.0	0.0	[ 0.34786816]	[ 0.69757406]	18	0.0	0.0
70	1	10	0.0	0.0	[ 0.52786998]	[ 0.74449867]	10	0.0	0.0
71	1	44	0.0	0.0	[ 0.37670036]	[ 0.80290561]	44	0.0	0.0
72	1	42	0.0	0.0	[ 0.3120373]	[ 0.5059232]	42	0.0	0.0
73	1	6	0.0	0.0	[ 0.52568035]	[ 0.63452766]	6	0.0	0.0
74	1	28	0.0	0.0	[ 0.47256305]	[ 0.60467319]	28	0.0	0.0
75	1	25	0.0	0.0	[ 1.26191244]	[ 1.16884986]	25	0.0	0.0
76	1	42	0.0	0.0	[ 0.87410937]	[ 0.92332755]	42	0.0	0.0
77	1	19	0.0	0.0	[ 0.33669738]	[ 0.61343807]	19	0.0	0.0
78	1	16	0.0	0.0	[ 0.85917915]	[ 0.79077011]	16	0.0	0.0
79	1	21	0.0	0.0	[ 0.44888038]	[ 0.58134805]	21	0.0	0.0
80	1	20	0.0	0.0	[ 0.4803738]	[ 0.73079132]	20	0.0	0.0
81	1	9	0.0	0.0	[ 0.36944576]	[ 0.6302803]	9	0.0	0.0
82	1	31	0.0	0.0	[ 0.50049633]	[ 0.99170345]	31	0.0	0.0
83	1	29	0.0	0.0	[ 0.30820254]	[ 0.5264016]	29	0.0	0.0
84	1	19	0.0	0.0	[ 0.37017843]	[ 0.57822952]	19	0.0	0.0
85	1	13	0.0	0.0	[ 0.38496121]	[ 0.50572013]	13	0.0	0.0
86	1	30	0.0	0.0	[ 0.6344018]	[ 0.73470171]	30	0.0	0.0
87	1	28	0.0	0.0	[ 0.70764133]	[ 0.62095072]	28	0.0	0.0
88	1	15	0.0	0.0	[ 1.14022845]	[ 0.83949049]	15	0.0	0.0
89	1	19	0.0	0.0	[ 1.13580666]	[ 1.07903231]	19	0.0	0.0
90	1	12	0.0	0.0	[ 0.60700026]	[ 0.70753842]	12	0.0	0.0
91	1	35	0.0	0.0	[ 0.34273793]	[ 0.74769032]	35	0.0	0.0
92	1	12	0.0	0.0	[ 0.38733478]	[ 0.59366055]	12	0.0	0.0
93	1	5	0.0	0.0	[ 0.88799615]	[ 0.85013122]	5	0.0	0.0
94	1	11	0.0	0.0	[ 1.01018562]	[ 0.97236781]	11	0.0	0.0
95	1	13	0.0	0.0	[ 0.38458063]	[ 0.62019343]	13	0.0	0.0
96	1	21	0.0	0.0	[ 0.44428887]	[ 0.70245374]	21	0.0	0.0
97	1	4	0.0	0.0	[ 0.29212058]	[ 0.70155816]	4	0.0	0.0
98	1	8	0.0	0.0	[ 0.3502227]	[ 0.55950686]	8	0.0	0.0
99	1	9	0.0	0.0	[ 0.41931531]	[ 0.75948482]	9	0.0	0.0
