	pixel_count	success	i	state_diff	state_diff_restore_mag	state_diff_restore_ang	meas_diff	meas_diff_restore	index	injection	restore_injection
26	1	[False]	2	[ 0.01439504]	1.601069176208468e-08	-5.64400432896155	[ 0.03163811]	[ 0.34916804]	2	-0.00999975265478403	-0.24999381636960075
27	1	[False]	2	[ 0.01394667]	1.4072096158009246e-08	-5.6585441306849695	[ 0.02760724]	[ 0.38346397]	2	-0.009999685651518944	-0.2499921412879736
28	1	[False]	2	[ 0.01507513]	1.706054895113299e-08	5.913557074941407	[ 0.04979125]	[ 0.63630507]	2	0.009999963903456711	0.24999909758641778
29	1	[False]	1	[ 0.01306425]	3.874536429232131e-09	-6.98377502697407	[ 0.03357391]	[ 0.62986256]	1	-0.009999822326868612	-0.1999414475145744
30	1	[False]	2	[ 0.01383379]	1.3610287372183972e-08	-5.661981055918884	[ 0.03635856]	[ 0.45282317]	2	-0.009999556763007896	-0.2499889190751974
31	1	[False]	2	[ 0.0148973]	1.690948112184176e-08	5.839637007526269	[ 0.03730718]	[ 0.35180401]	2	0.00999980511644202	0.2499951279110505
32	1	[False]	2	[ 0.01448426]	1.641445397686832e-08	5.6309310496419425	[ 0.02120007]	[ 0.23682128]	2	0.0099998123970197	0.24999530992549251
33	1	[False]	2	[ 0.01527847]	1.774079113213821e-08	5.906610266849962	[ 0.02335547]	[ 0.52943689]	2	0.009999282060304022	0.24998205150760056
34	1	[False]	2	[ 0.01495174]	1.662615322163388e-08	-5.944562700080043	[ 0.04036538]	[ 0.50182645]	2	-0.009999746454458336	-0.2499936613614584
35	1	[False]	2	[ 0.01318523]	1.3388802284304795e-08	-5.291849466053583	[ 0.02545508]	[ 0.44376369]	2	-0.009999293733226996	-0.2499823433306749
36	1	[False]	1	[ 0.01345486]	4.405955358519722e-09	6.99696937422971	[ 0.03130731]	[ 0.41368561]	1	0.009999892913601944	0.199942858861014
37	1	[False]	2	[ 0.01415805]	1.585006247457361e-08	-5.5014443843265735	[ 0.03608937]	[ 0.37172281]	2	-0.009998843693410787	-0.24997109233526968
38	1	[False]	2	[ 0.01521027]	1.7190261876346558e-08	-6.0146755032606	[ 0.02641353]	[ 0.37168923]	2	-0.009998756945978814	-0.24996892364947035
39	1	[False]	1	[ 0.01311563]	3.9743004370664376e-09	-6.991502879496607	[ 0.02081638]	[ 0.38250063]	1	-0.009999920513580828	-0.19994341070879182
40	1	[False]	2	[ 0.01353589]	1.4001818410523438e-08	5.40964987085692	[ 0.03771442]	[ 0.44556835]	2	0.009999916466450594	0.24999791166126487
41	1	[False]	2	[ 0.013573]	1.3990506073517928e-08	-5.43466059293073	[ 0.03117873]	[ 0.39779834]	2	-0.009999684728808952	-0.24999211822022382
42	1	[False]	2	[ 0.01356938]	1.4033505747657046e-08	-5.424840801132384	[ 0.04235885]	[ 0.55678112]	2	-0.009999809870468376	-0.24999524676170942
43	1	[False]	2	[ 0.01404717]	1.5367284716028766e-08	-5.514202086011676	[ 0.02225489]	[ 0.21136989]	2	-0.00999991260335267	-0.24999781508381674
44	1	[False]	2	[ 0.01373908]	1.4782295047866665e-08	-5.409661569700651	[ 0.021292]	[ 0.21168479]	2	-0.009999155547208106	-0.24997888868020265
45	1	[False]	1	[ 0.01281993]	3.652078288651029e-09	6.887548972696675	[ 0.06030505]	[ 0.86825983]	1	0.00999930277108793	0.19993105925651755
46	1	[False]	2	[ 0.01438766]	1.6106409246497374e-08	-5.623350645406014	[ 0.03243959]	[ 0.32274429]	2	-0.009999975155584711	-0.2499993788896178
47	1	[False]	2	[ 0.01490421]	1.6993309205958498e-08	-5.839541780728402	[ 0.03681614]	[ 0.47874851]	2	-0.009999926639084026	-0.24999816597710064
48	1	[False]	1	[ 0.01310997]	3.956199483493263e-09	6.986475665924874	[ 0.02278929]	[ 0.33054898]	1	0.009999736226747219	0.1999397259856972
49	1	[False]	2	[ 0.01525359]	1.7541643996383323e-08	-5.976697303333154	[ 0.0222946]	[ 0.28907607]	2	-0.009999478318905105	-0.24998695797262763
50	1	[False]	2	[ 0.0148929]	1.720812822877857e-08	5.758504763631776	[ 0.02064121]	[ 0.20494208]	2	0.009999899377223372	0.2499974844305843
51	1	[False]	2	[ 0.01395238]	1.495530277789972e-08	-5.523021636127067	[ 0.03039358]	[ 0.31153719]	2	-0.009999703274870054	-0.24999258187175136
52	1	[False]	2	[ 0.01409366]	1.5388386948558517e-08	-5.545373027068159	[ 0.03258385]	[ 0.36832276]	2	-0.009999520032924644	-0.2499880008231161
53	1	[False]	2	[ 0.01362644]	1.4059986257546191e-08	-5.450582373576022	[ 0.04454835]	[ 0.67506881]	2	-0.009999823316806431	-0.24999558292016077
54	1	[False]	1	[ 0.01331307]	4.327039578992548e-09	-6.931937409455603	[ 0.02717198]	[ 0.2371383]	1	-0.009999636899496539	-0.1999377399869835
55	1	[False]	2	[ 0.01456181]	1.6447840881492165e-08	-5.662646990420615	[ 0.04323672]	[ 0.56345939]	2	-0.009999907143869939	-0.24999767859674848
56	1	[False]	1	[ 0.01348242]	4.45034753713826e-09	7.0085520744881284	[ 0.03152638]	[ 0.39344739]	1	0.009999897018407502	0.19994294093454876
57	1	[False]	2	[ 0.01493363]	1.6513673691596022e-08	-5.94000014734417	[ 0.03259169]	[ 0.42707888]	2	-0.009999970775221391	-0.24999926938053477
58	1	[False]	2	[ 0.01420416]	1.5474153313983145e-08	-5.585739250371819	[ 0.04481313]	[ 0.59951723]	2	-0.009999624381581211	-0.24999060953953028
59	1	[False]	2	[ 0.01313222]	1.325066372391544e-08	-5.276819987376427	[ 0.03090741]	[ 0.3606899]	2	-0.009999457923303591	-0.2499864480825898
60	1	[False]	2	[ 0.01392128]	1.4992514692773e-08	-5.491950491804733	[ 0.03092892]	[ 0.37825134]	2	-0.009999839275622929	-0.24999598189057323
61	1	[False]	2	[ 0.01420617]	1.541114869162666e-08	-5.615791373041183	[ 0.0455842]	[ 0.51146792]	2	-0.009998868266881442	-0.24997170667203605
62	1	[False]	1	[ 0.0131954]	4.112965291431871e-09	-6.9830207861401234	[ 0.02404615]	[ 0.40062855]	1	-0.009999438619026154	-0.19993377546811839
63	1	[False]	1	[ 0.01338914]	4.323487136758419e-09	6.978545038469746	[ 0.05960653]	[ 0.59027776]	1	0.009999669823123758	0.19993839827844792
64	1	[False]	2	[ 0.01437804]	1.5971166511150864e-08	-5.643450664133539	[ 0.03458162]	[ 0.46329682]	2	-0.00999919511126668	-0.24997987778166703
65	1	[False]	2	[ 0.01336847]	1.3798537563727543e-08	-5.331707547738518	[ 0.03529302]	[ 0.4271897]	2	-0.009999965215004928	-0.2499991303751232
66	1	[False]	1	[ 0.01312161]	4.033567760863486e-09	-6.952551547839613	[ 0.02626028]	[ 0.33453345]	1	-0.009999874623276941	-0.19994249315511076
67	1	[False]	1	[ 0.01316679]	3.9700776877685135e-09	-7.0246949996516515	[ 0.03512537]	[ 0.53076095]	1	-0.009999924329435474	-0.19994348700489753
68	1	[False]	2	[ 0.01344899]	1.394142261853671e-08	-5.364884502981412	[ 0.0327243]	[ 0.34902144]	2	-0.009999901061904131	-0.2499975265476033
69	1	[False]	2	[ 0.01372273]	1.4022777473961143e-08	-5.518642890224241	[ 0.04019734]	[ 0.53008019]	2	-0.009999043976276274	-0.24997609940690685
70	1	[False]	2	[ 0.01431196]	1.5969246188859936e-08	-5.595173806842888	[ 0.02583852]	[ 0.23327466]	2	-0.00999984814757451	-0.24999620368936276
71	1	[False]	1	[ 0.01340455]	4.260178449293685e-09	-7.075643095615123	[ 0.02951265]	[ 0.57146979]	1	-0.009999474932394121	-0.1999345015357542
72	1	[False]	2	[ 0.01377647]	1.4618611953235341e-08	-5.458273274530806	[ 0.04025736]	[ 0.37469195]	2	-0.009999049798383007	-0.24997624495957516
73	1	[False]	1	[ 0.01330285]	4.136217226481317e-09	-7.050656591720436	[ 0.0190878]	[ 0.37424199]	1	-0.009999925415785664	-0.19994350872592642
74	1	[False]	2	[ 0.01414175]	1.4601134550553219e-08	-5.7122774742377995	[ 0.04327014]	[ 0.4446376]	2	-0.009999961748270924	-0.24999904370677312
75	1	[False]	2	[ 0.01387942]	1.4467999228641586e-08	5.548895181598495	[ 0.03134312]	[ 0.42878392]	2	0.009999968679132207	0.24999921697830518
76	1	[False]	1	[ 0.01319505]	4.044324738995564e-09	7.003305465664184	[ 0.02215417]	[ 0.36065748]	1	0.0099998682205213	0.19994236513521307
77	1	[False]	2	[ 0.01363075]	1.423942933622008e-08	-5.4283873509281815	[ 0.03661348]	[ 0.37465536]	2	-0.009999671763656548	-0.2499917940914137
78	1	[False]	2	[ 0.01409761]	1.5504228703313705e-08	-5.530346594887672	[ 0.03027737]	[ 0.29080841]	2	-0.009999939260259317	-0.24999848150648293
79	1	[False]	2	[ 0.01445006]	1.6544224889019574e-08	5.580427374681472	[ 0.01436657]	[ 0.25085019]	2	0.009999954681639096	0.2499988670409774
80	1	[False]	2	[ 0.0148171]	1.7095963109751708e-08	-5.742838996921557	[ 0.03957849]	[ 0.44942667]	2	-0.009999659093315367	-0.24999147733288418
81	1	[False]	2	[ 0.0154123]	1.7558340632664727e-08	6.073519544448954	[ 0.05003194]	[ 0.75650526]	2	0.009999971113784121	0.24999927784460302
82	1	[False]	2	[ 0.0141331]	1.5406640479495423e-08	-5.570758744888659	[ 0.03621401]	[ 0.46859549]	2	-0.009999945285541254	-0.24999863213853135
83	1	[False]	1	[ 0.0124734]	3.7176669596602973e-09	-6.619077411829274	[ 0.02999878]	[ 0.30691325]	1	-0.009999954446689647	-0.1999440891843361
84	1	[False]	2	[ 0.01340636]	1.372415596367442e-08	-5.371584905347689	[ 0.03965536]	[ 0.31194313]	2	-0.00999997554603787	-0.24999938865094676
85	1	[False]	1	[ 0.01345035]	4.508408266130208e-09	-6.99066346052106	[ 0.02855119]	[ 0.40705183]	1	-0.00999939289528783	-0.19993286124483245
86	1	[False]	2	[ 0.01402826]	1.4937168389225282e-08	-5.560706393205363	[ 0.04002148]	[ 0.60145422]	2	-0.009999835310225498	-0.24999588275563747
87	1	[False]	2	[ 0.01376004]	1.4731895505757648e-08	-5.4366721019171225	[ 0.02839452]	[ 0.4932218]	2	-0.009999739570402408	-0.2499934892600602
88	1	[False]	1	[ 0.01349034]	4.5308157060892555e-09	6.932978746776348	[ 0.06284632]	[ 0.6726947]	1	0.009999213129608287	0.19992926691995286
89	1	[False]	1	[ 0.01344175]	4.588913051181522e-09	6.849954613158505	[ 0.04568209]	[ 0.70497565]	1	0.009999472352860675	0.19993444995927273
90	1	[False]	2	[ 0.01425188]	1.5677786064856874e-08	-5.598989227339361	[ 0.05791139]	[ 0.56383491]	2	-0.009999688976603409	-0.24999222441508523
91	1	[False]	2	[ 0.01477778]	1.7002343498765808e-08	-5.729308867056697	[ 0.02285923]	[ 0.27968538]	2	-0.009999754392529881	-0.24999385981324704
92	1	[False]	1	[ 0.01315941]	4.111846015830816e-09	-6.978109701544897	[ 0.01686471]	[ 0.24089278]	1	-0.009999005280480616	-0.19992511108056962
93	1	[False]	2	[ 0.01390077]	1.4188591138172098e-08	-5.618891883539947	[ 0.01514694]	[ 0.18784563]	2	-0.009999692438434465	-0.24999231096086164
94	1	[False]	1	[ 0.01219926]	3.4854266842799493e-09	-6.508094408842033	[ 0.03805007]	[ 0.38484586]	1	-0.009999865043024253	-0.19994230160274837
95	1	[False]	2	[ 0.01367119]	1.4408095636990994e-08	-5.426583159071466	[ 0.01127808]	[ 0.12882303]	2	-0.009999373391446001	-0.24998433478615004
96	1	[False]	2	[ 0.01410461]	1.5308587620889297e-08	-5.557261192715883	[ 0.02627114]	[ 0.43278007]	2	-0.009999952981349699	-0.24999882453374248
97	1	[False]	1	[ 0.01299076]	3.941109887879567e-09	6.901390106849974	[ 0.02186415]	[ 0.34390572]	1	0.009999981549304442	0.1999446310875676
98	1	[False]	2	[ 0.01439397]	1.5686897980278407e-08	-5.706485600815451	[ 0.01618445]	[ 0.26241195]	2	-0.009999976446278279	-0.24999941115695698
99	1	[False]	2	[ 0.01442408]	1.6040397605165234e-08	-5.652504256601257	[ 0.06733661]	[ 0.60689551]	2	-0.009999982178381618	-0.24999955445954045
