	pixel_count	i	state_diff_restore_mag	state_diff_restore_ang	meas_diff	meas_diff_restore	index	injection	restore_injection
0	1	1	0.0009359322601555364	59.056889338671326	0.0638611807998148	0.714252088585829	1	-0.0994329648138706	-1.988112414970935
1	1	1	0.0010008109855651481	61.58664137209001	0.0756149809797968	0.9235545188026043	1	-0.09969297053264375	-1.993311099314945
2	1	1	0.0009559213113784493	60.934089461232446	0.07615080796046786	0.9145377845558911	1	-0.09991409086457825	-1.9977322897918095
3	1	1	0.0009497954809666309	59.13556638255102	0.09063945671103033	0.7939787878660295	1	0.09943932814739194	1.9882396466430277
4	1	1	0.0009958063620326696	61.591040903892555	0.07364705318113143	1.0757258365030409	1	-0.0980402957430948	-1.9602666932353083
5	1	1	0.0009592652499675891	58.987696298920866	0.09634678506430339	0.909844536537796	1	0.0998164910060268	1.9957808294200023
6	1	1	0.0009286832591890448	59.18783954428238	0.10934242087830533	1.165436136272327	1	0.09972031445460801	1.9938578273626593
7	1	1	0.0010011144500968738	61.88901863982041	0.07994430185409267	0.8713167314485618	1	-0.09990279400276025	-1.9975064146881893
8	1	1	0.0009270172759890949	58.26571087628511	0.08226897741037065	1.1177368611278597	1	-0.09987509209858121	-1.9969525289650816
9	1	1	0.0009655450379849606	59.89997548856655	0.09303676801973339	0.9309260918476754	1	0.09872988804436034	1.9740547465029623
10	1	1	0.0009362280729411365	58.641520572528734	0.0642349749444876	0.8569165315327533	1	-0.09941490645767623	-1.9877513471680068
11	1	1	0.0009252864331007471	58.39504460258136	0.08551192703221504	0.7050913086332997	1	0.09950815146624979	1.989615734491931
12	1	1	0.0010064131134748244	60.51194361734594	0.08955097286714642	0.8617201832458657	1	0.09959936636665041	1.9914395308179913
13	1	1	0.0009343669849634084	57.638068757862456	0.09644429958011129	0.7575847935057101	1	0.0995408337429251	1.9902692002729154
14	1	1	0.0009445666736367375	59.05724274839744	0.0961476660280808	0.9573444717732099	1	0.09982269780037695	1.9959049311696364
15	1	1	0.0009180818074937536	60.704280418488615	0.06367666069357486	0.7427982302045902	1	-0.09998978968321158	-1.9992458498209735
16	1	1	0.000912998061776138	58.268169340763215	0.074666389394907	0.9418665241042002	1	-0.09915904022200774	-1.9826354297189333
17	1	1	0.0009124101728200662	57.96248260278282	0.08908264395234024	0.7700250652417743	1	0.09828424756959538	1.9651443880302744
18	1	1	0.0009415784496069612	60.099458677174745	0.07630517758723478	0.952996129356187	1	-0.09889418371538662	-1.9773397562972974
19	1	1	0.000947456685304493	60.2192225612467	0.07394599961977427	0.8943503442719307	1	-0.09986842307213395	-1.9968191851157817
20	1	1	0.0009981889176370329	61.14957634396087	0.10589652523911039	0.9055355690799523	1	0.09957527962128804	1.9909579283878431
21	1	1	0.0009819024443625812	61.91643360779297	0.06302504957646203	0.8753498528234757	1	-0.09955612300599037	-1.990574901443274
22	1	1	0.0009187724199889447	58.68056506623292	0.0901396119061387	0.8651155340041056	1	0.09925841427456882	1.9846223642128658
23	1	1	0.000908051596283932	59.45128565280883	0.06114053201844952	0.6466784637546945	1	-0.09975116807801346	-1.9944747301358396
24	1	1	0.0010001176261901223	62.31924596883299	0.09838406758047114	0.8174882188734912	1	0.09965891310446069	1.9926301380671387
25	1	1	0.0009849969446658058	60.620576343828326	0.09091803424398577	0.7831662551461751	1	0.09996525280863765	1.998755247282305
26	1	1	0.0009335540023445166	58.053747878506734	0.09592813137297516	0.9196501512949833	1	0.09818999294823	1.9632598140033841
27	1	1	0.0009307082688809754	58.97378193336274	0.09113813309437202	0.8561084531810605	1	0.09982761769558471	1.996003302014368
28	1	1	0.0009134291005135076	60.295839055144306	0.062083603368483654	0.7272515575138208	1	-0.09961182745227792	-1.9916886839945704
29	1	1	0.0010059038412569832	62.54683167570672	0.07225204455580066	1.0592902747845272	1	-0.09941267060418629	-1.9877066423954024
30	1	1	0.0009198373126980686	58.61697393003842	0.0970587361074567	0.975169740462004	1	0.0990291944642757	1.98003922871596
31	1	1	0.0009242666926979615	59.22907906054351	0.09170109328376931	0.8534492123039117	1	0.09975009554843382	1.9944532854431596
32	1	1	0.0009187617322801156	59.08735510484527	0.09491424534909026	1.3018555444104127	1	-0.0994527562685466	-1.9885081352114546
33	1	1	0.0009227097293735831	56.24050194030499	0.10479098080923767	0.8923252125257212	1	0.09950624580493606	1.9895776317467935
34	1	1	0.0009181280899048794	60.19443017663695	0.05826980878003261	0.6121710521408091	1	-0.09976433507807027	-1.9947379977184754
35	1	1	0.0010067147594688963	62.36671078522542	0.06944702550402737	0.9700000935409313	1	-0.09992680732761494	-1.9979865491119964
