1,1,0.88474,0.8735,0.97365,0.94821,0.94288,0.73805,-7.8803,-10.657,-12.124,-18.005,-13.59,-15.662,-14.083,-28.63
1,1,0.96847,0.90415,0.98604,0.97024,0.98992,0.95735,3.7826,-3.1154,-5.719,-13.21,-6.0109,-6.5931,-2.1243,-7.4494
1,1,0.94624,0.90141,0.99403,1.0008,0.98823,0.88525,12.002,6.3991,-4.7034,-8.1949,3.5268,5.305,6.0848,-8.4453
1,1,0.99707,1.0038,1.0152,1.008,1.0107,0.99245,22.452,17.311,3.7539,6.5372,14.499,14.355,16.667,6.8493
1,1,0.98658,0.95392,1.0073,1.0139,1.0141,0.99894,24.363,17.318,3.2397,2.8117,14.483,16.34,18.598,8.7292
1,1,0.9694,0.94449,0.99948,0.99088,0.99233,0.92476,9.3592,4.3242,-3.8273,-6.3577,1.4676,1.2306,3.4667,-7.0723
1,1,1.0047,0.99898,1.0102,0.9944,1.0171,1.0631,28.418,20.675,8.3961,9.8893,17.849,17.712,22.67,18.75
1,1,0.88236,0.85403,0.93311,0.84962,0.90958,0.77907,-29.989,-32.636,-16.594,-28.511,-35.696,-44.619,-36.419,-34.766
1,1,0.96896,0.93054,0.99511,0.98466,0.99183,0.93465,7.2058,1.5855,-4.6497,-8.9373,-1.2836,-1.6172,1.3103,-7.5457
1,1,0.9986,0.97718,1.0049,0.98937,1.0053,1.0027,14.737,8.6266,0.42986,-1.0933,5.7853,5.0194,8.9209,2.6013
1,1,0.99684,0.99509,1.0108,0.99854,1.006,0.9859,17.349,12.237,1.4379,2.4236,9.4124,8.7067,11.537,2.8139
1,1,0.98199,0.9203,0.94788,0.85236,0.94001,0.99266,-12.002,-19.55,-7.8257,-18.277,-22.562,-30.301,-18.224,-10.18
1,1,0.93433,0.9298,0.99973,1.0021,0.97634,0.82696,14.713,10.858,-3.8037,-2.877,8.0025,9.4,8.7233,-10.663
1,1,0.8371,0.79702,0.96338,0.96251,0.92703,0.64463,3.0504,-1.4942,-11.614,-17.716,-4.4579,-2.1358,-3.2588,-28.843
1,1,0.96455,0.99354,0.99928,0.96524,0.97379,0.87459,2.8115,0.98476,-4.7957,-3.691,-1.8724,-5.6648,-3.1936,-13.704
1,1,0.76951,3.2703,1.7558,2.0075,1.3854,1.0466,26.371,93.088,-52.348,134.63,97.467,-97.826,33.859,18.241
1,1,0.96188,0.94214,1.0088,1.0325,1.0082,0.93963,33.245,27,4.9949,8.5388,24.17,28.039,27.446,10.135
1,1,0.99118,1.0018,1.0182,1.0202,1.0169,1.0022,30.47,24.751,7.2278,11.889,21.947,22.99,24.721,13.686
1,1,0.99222,0.96478,0.9676,0.88912,0.95759,0.98274,-7.9521,-13.309,-6.506,-12.925,-16.26,-23.442,-14.059,-10.29
1,1,0.92986,0.93514,0.9689,0.90911,0.94356,0.82692,-14.822,-16.604,-11.357,-16.513,-19.551,-26.22,-21.021,-25.613
