	pixel_count	i	state_diff_restore_mag	state_diff_restore_ang	meas_diff	meas_diff_restore	index	injection	restore_injection
0	1	0	8.98178756241208e-05	3.485520293463961	[ 0.58673451]	[ 3.29700461]	0	0.009326897368595504	0.41458058803407005
1	1	0	9.308006167452199e-05	3.6667283036587146	[ 0.50331228]	[ 1.67076983]	0	0.009972793943365137	0.4432906907825802
2	1	0	9.40519243477489e-05	3.703701526191503	[ 0.4357472]	[ 2.73222301]	0	-0.009665626838614468	-0.429637112976413
3	1	0	9.785838723175289e-05	3.835565085737282	[ 0.46626204]	[ 1.74817973]	0	-0.009960868231248497	-0.4427605928789956
4	1	0	9.146806895699022e-05	3.4772759380445297	[ 0.35537042]	[ 2.80215993]	0	0.009225658234439656	0.4100805085208426
5	1	0	9.612729251418095e-05	3.7207292367992473	[ 0.51339806]	[ 2.88256261]	0	-0.00993017139567238	-0.44139611853763716
6	1	0	9.221127629288617e-05	3.695855860866635	[ 0.49618665]	[ 1.60128643]	0	-0.009853182975364264	-0.4379739832549414
7	1	0	9.840077459810637e-05	3.7947543847689893	[ 0.38214617]	[ 2.85336851]	0	0.009980242449810139	0.44362177689406057
8	1	0	9.369744658438428e-05	3.786779291115946	[ 0.51795647]	[ 3.48870576]	0	0.009978505940616078	0.4435445890603846
9	1	0	9.609959423562131e-05	3.7748950476327616	[ 0.56040815]	[ 2.19160036]	0	-0.00989291170792436	-0.4397399254172377
10	1	0	9.309260547163412e-05	3.60004228154936	[ 0.4649632]	[ 3.49760988]	0	0.009624885707353379	0.42782616969185755
11	1	0	9.547505378737497e-05	3.765200398019266	[ 0.35875362]	[ 2.07026598]	0	-0.00981891693540621	-0.4364508577788059
12	1	0	9.780385494195798e-05	3.837467287444385	[ 0.43930509]	[ 2.29434406]	0	-0.009984780482539	-0.44382349244885844
13	1	0	8.992118835426943e-05	3.4811726924468447	[ 0.45725031]	[ 2.52790284]	0	0.00918145747503764	0.408115784765423
14	1	0	9.590545296656039e-05	3.683264402692324	[ 0.35435315]	[ 3.30260416]	0	0.009987412474038069	0.44394048447099205
15	1	0	9.157908558843353e-05	3.561234176506919	[ 0.33497651]	[ 1.898442]	0	0.009697946362252574	0.43107371580212683
16	1	0	9.377512037755942e-05	3.75153143225315	[ 0.43232437]	[ 2.8859971]	0	0.009957314949771512	0.44260264951734357
17	1	0	8.979268372044658e-05	3.537053882409233	[ 0.38343952]	[ 1.82262064]	0	0.009524788937539155	0.4233768682736153
18	1	0	9.313637316221701e-05	3.612571327674832	[ 0.49591179]	[ 3.57773214]	0	0.009785051601781813	0.43494554369920146
19	1	0	9.394169747856118e-05	3.732043877510542	[ 0.42761694]	[ 1.52358234]	0	-0.009913686952920426	-0.44066338505731284
20	1	0	8.507426381099137e-05	3.48380310518836	[ 0.54767314]	[ 1.11950611]	0	-0.009545470882367676	-0.4242961807212431
21	1	0	9.657930135698045e-05	3.816946042139909	[ 0.36538505]	[ 2.39312574]	0	-0.009987534896477255	-0.4439459261484138
22	1	0	9.629320800330632e-05	3.7550158732363292	[ 0.45342794]	[ 2.32871414]	0	0.00994504442421394	0.44205722465630953
23	1	0	9.430392384524033e-05	3.6797723885657083	[ 0.43189446]	[ 2.49921199]	0	0.009621588838588642	0.42767962387526504
24	1	0	9.302073717121218e-05	3.5513917513108426	[ 0.58562832]	[ 4.79927053]	0	0.009867554952047988	0.43861281761853294
25	1	0	9.725456237807961e-05	3.762843049922129	[ 0.48009472]	[ 2.61624067]	0	-0.009979875111257665	-0.44360544869540314
